组件号(985),车间,线别,产品,班别,工单,焊接机,电池片供应商,不良原因,不良位置,时间
11905110063337,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D23,2019-05-08 00:00:10
11905110063285,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,F12,2019-05-08 00:02:00
11905110063182,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A23,2019-05-08 00:02:21
11905110063311,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,EL裂片,A1,2019-05-08 00:04:25
11905110063315,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,虚焊(焊带),B24,2019-05-08 00:05:17
11905110063348,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,C24,2019-05-08 00:06:20
11905110063348,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,E13,2019-05-08 00:06:20
11905110063348,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,D24,2019-05-08 00:06:20
11905110063345,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),A5,2019-05-08 00:06:36
11905110063393,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),D13,2019-05-08 00:07:23
11905110063344,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F16,2019-05-08 00:08:12
11905110063344,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,C24,2019-05-08 00:08:12
11905110063343,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,正偏,C13,2019-05-08 00:13:09
11905110063394,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,F16,2019-05-08 00:16:01
11905110063394,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C1,2019-05-08 00:16:01
11905110063320,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,EL裂片,C24,2019-05-08 00:16:50
11905110063397,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A5,2019-05-08 00:19:26
11905110063343,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,B12,2019-05-08 00:21:40
11905110063440,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,F23,2019-05-08 00:22:53
11905110063396,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A1,2019-05-08 00:26:31
11905110063355,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D9,2019-05-08 00:27:00
11905110063355,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D11,2019-05-08 00:27:00
11905110063351,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,E13,2019-05-08 00:33:48
11905110063351,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,E24,2019-05-08 00:33:48
11905110063402,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,C24,2019-05-08 00:34:14
11905110063355,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,D8,2019-05-08 00:37:59
11905110063355,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,D9,2019-05-08 00:37:59
11905110063359,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),B1,2019-05-08 00:38:11
11905110063359,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),C18,2019-05-08 00:38:11
11905110063359,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),C14,2019-05-08 00:38:11
11905110063322,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,虚焊(焊带),B21,2019-05-08 00:39:28
11905110063183,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,E24,2019-05-08 00:39:49
11905110063183,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,B9,2019-05-08 00:39:49
11905110063318,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,玻璃纸,D9,2019-05-08 00:43:06
11905110063318,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,玻璃纸,E12,2019-05-08 00:43:06
11905110063402,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,E4,2019-05-08 00:48:49
11905110063318,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,虚焊(焊带),E1,2019-05-08 00:50:58
11905110063330,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,玻璃纸,E20,2019-05-08 00:56:43
11905110063330,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,玻璃纸,E21,2019-05-08 00:56:43
11905110063364,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D22,2019-05-08 00:56:52
11905110063411,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,C24,2019-05-08 01:00:13
11905110063367,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B9,2019-05-08 01:07:14
11905110063448,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,C24,2019-05-08 01:07:39
11905110063417,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,C19,2019-05-08 01:12:07
11905110063452,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,C24,2019-05-08 01:14:21
11905110063421,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,A3,2019-05-08 01:41:03
11905110063456,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,C24,2019-05-08 01:41:09
11905110063283,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A19,2019-05-08 01:41:28
11905110063381,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),A18,2019-05-08 01:46:09
11905110063381,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),A22,2019-05-08 01:46:09
11905110063421,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C12,2019-05-08 01:46:16
11905110063465,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,C13,2019-05-08 02:01:43
11905110063421,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C12,2019-05-08 02:01:56
11905110063392,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,E24,2019-05-08 02:02:46
11905110063392,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),B13,2019-05-08 02:02:46
11905110063479,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,A8,2019-05-08 02:04:09
11905110063479,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,B8,2019-05-08 02:04:09
11905110063479,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,A9,2019-05-08 02:04:09
11905110063310,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,EL裂片,C15,2019-05-08 02:05:43
11905110063386,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C1,2019-05-08 02:06:14
11905110063421,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C11,2019-05-08 02:13:06
11905110063392,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F12,2019-05-08 02:14:57
11905110063392,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),B13,2019-05-08 02:14:57
11905110063386,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),C1,2019-05-08 02:15:12
11905110063310,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,EL裂片,C16,2019-05-08 02:19:54
11905110063481,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,F15,2019-05-08 02:20:08
11905110063388,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,F22,2019-05-08 02:22:14
11905110063480,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C13,2019-05-08 02:22:33
11905110063479,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,B6,2019-05-08 02:24:28
11905110063480,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,E12,2019-05-08 02:27:09
11905110063310,M11,L2,CS3U-P,夜班,1190511006,1HJ2005,FN,其他,B12,2019-05-08 02:35:48
11905110063489,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,E4,2019-05-08 02:36:08
11905110063489,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),B13,2019-05-08 02:36:08
11905110063675,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B13,2019-05-08 02:36:58
11905110063675,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,虚焊(焊带),B12,2019-05-08 02:36:58
11905110063494,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,E12,2019-05-08 02:39:35
11905110063676,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,正偏,F13,2019-05-08 02:39:45
11905110063673,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,F12,2019-05-08 02:45:36
11905110063478,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,C13,2019-05-08 02:49:52
11905110063497,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),C13,2019-05-08 02:50:00
11905110063474,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,E24,2019-05-08 02:54:21
11905110063499,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,B7,2019-05-08 02:57:15
11905110063497,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),C12,2019-05-08 03:01:34
11905110063497,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),C13,2019-05-08 03:01:34
11905110063681,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,虚焊(焊带),C13,2019-05-08 03:01:41
11905110063478,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,虚焊(焊带),E13,2019-05-08 03:03:09
11905110063471,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,E12,2019-05-08 03:07:50
11905110063568,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F23,2019-05-08 03:11:15
11905110063685,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A8,2019-05-08 03:11:27
11905110063685,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A17,2019-05-08 03:11:27
11905110063634,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A1,2019-05-08 03:15:50
11905110063562,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A23,2019-05-08 03:17:49
11905110063504,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,汇流条虚焊,E24,2019-05-08 03:21:16
11905110063501,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,D18,2019-05-08 03:21:24
11905110063505,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),F12,2019-05-08 03:34:23
11905110063564,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A15,2019-05-08 03:34:33
11905110063503,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,虚焊(焊带),D12,2019-05-08 03:37:59
11905110063579,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C9,2019-05-08 03:38:10
11905110063564,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,F12,2019-05-08 03:41:40
11905110063580,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C1,2019-05-08 03:42:34
11905110063571,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,F16,2019-05-08 03:44:53
11905110063582,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C9,2019-05-08 03:45:37
11905110063573,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,其他,F12,2019-05-08 03:49:45
11905110063647,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,F15,2019-05-08 03:51:56
11905110063585,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F11,2019-05-08 03:55:25
11905110063484,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A13,2019-05-08 03:57:25
11905110063490,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,A10,2019-05-08 04:03:30
11905110063678,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A2,2019-05-08 04:03:39
11905110063652,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,D13,2019-05-08 04:08:04
11905110063686,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A12,2019-05-08 04:08:18
11905110063651,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,D9,2019-05-08 04:10:24
11905110063690,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B14,2019-05-08 04:33:32
11905110063592,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C12,2019-05-08 04:47:19
11905110063592,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D3,2019-05-08 04:47:19
11905110063659,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B10,2019-05-08 04:47:36
11905110063593,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F9,2019-05-08 05:17:48
11905110063659,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B10,2019-05-08 05:20:23
11905110063690,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B14,2019-05-08 05:24:58
11905110063592,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,C11,2019-05-08 05:26:56
11905110063663,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B16,2019-05-08 05:33:48
11905110063707,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,E12,2019-05-08 05:34:15
11905110063711,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,B6,2019-05-08 05:34:23
11905110063709,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,E14,2019-05-08 05:40:09
11905110063509,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,B18,2019-05-08 05:46:12
11905110063458,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,C14,2019-05-08 05:49:43
11905110063713,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,D13,2019-05-08 05:49:51
11905110063709,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,虚焊(焊带),C24,2019-05-08 05:55:12
11905110063524,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A5,2019-05-08 05:56:51
11905110063709,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,D24,2019-05-08 05:58:28
11905110063607,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B12,2019-05-08 06:02:19
11905110063604,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A1,2019-05-08 06:04:15
11905110063604,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,D24,2019-05-08 06:04:15
11905110063604,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A1,2019-05-08 06:06:50
11905110063540,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,B8,2019-05-08 06:12:59
11905110063614,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F14,2019-05-08 06:40:42
11905110063748,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A23,2019-05-08 06:43:56
11905110063730,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A12,2019-05-08 06:44:14
11905110063732,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A10,2019-05-08 06:46:57
11905110063553,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,F16,2019-05-08 06:47:28
11905110063555,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,D24,2019-05-08 06:51:27
11905110063733,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,C12,2019-05-08 06:51:34
11905110063749,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A1,2019-05-08 06:54:24
11905110063749,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B11,2019-05-08 06:54:24
11905110063704,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,F17,2019-05-08 06:55:26
11905110063603,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,D22,2019-05-08 06:58:54
11905110063603,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B9,2019-05-08 07:04:09
11905110063558,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,A6,2019-05-08 07:07:06
11905110063757,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,其他,C23,2019-05-08 07:22:48
11905110063760,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,其他,B13,2019-05-08 07:23:49
11905110063744,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,C21,2019-05-08 07:24:00
11905110063745,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A14,2019-05-08 07:24:40
11905110063761,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F4,2019-05-08 07:29:40
11905110063595,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B21,2019-05-08 07:36:50
11905110063763,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),A22,2019-05-08 07:36:59
11905110063763,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),A24,2019-05-08 07:36:59
11905110063529,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,A3,2019-05-08 07:39:16
11905110063529,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,B9,2019-05-08 07:39:16
11905110063518,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,EL裂片,C11,2019-05-08 07:42:01
11905110063763,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,A23,2019-05-08 07:44:38
11905110063815,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,E13,2019-05-08 07:48:32
11905110063801,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B18,2019-05-08 07:58:07
11905110063781,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,C17,2019-05-08 08:08:25
11905110063781,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F24,2019-05-08 08:08:25
11905110063795,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,正偏,B1,2019-05-08 08:10:40
11905110063795,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,正偏,B3,2019-05-08 08:10:40
11905110063795,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,正偏,B2,2019-05-08 08:10:40
11905110063782,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,A10,2019-05-08 08:12:40
11905110063782,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,虚焊(焊带),B10,2019-05-08 08:12:40
