序列号,过检时间,缺陷名,行,列
271904194011952,2019-05-11 22:33:01,yinlie,9,5
271904194011952,2019-05-11 22:33:01,yinlie,5,0
271904194011952,2019-05-11 22:33:01,yinlie,3,2
271904194011952,2019-05-11 22:33:01,yinlie,12,1
271904194011952,2019-05-11 22:33:01,yinlie,6,1
271904194011952,2019-05-11 22:33:01,yinlie,7,2
271904194011952,2019-05-11 22:33:01,yinlie,7,2
271904194011952,2019-05-11 22:33:01,yinlie,8,1
271904194011952,2019-05-11 22:33:01,yinlie,2,5
271904194011952,2019-05-11 22:33:01,yinlie,7,5
271904194011952,2019-05-11 22:33:01,yinlie,12,5
271904194011952,2019-05-11 22:33:01,yinlie,4,0
271904194011952,2019-05-11 22:33:01,yinlie,10,1
271904194011952,2019-05-11 22:33:01,yinlie,12,2
271904194011952,2019-05-11 22:33:01,yinlie,10,5
271904194011952,2019-05-11 22:33:01,yinlie,11,1
271904194011952,2019-05-11 22:33:01,yinlie,4,1
271904194011952,2019-05-11 22:33:01,yinlie,7,0
271904194011960,2019-05-11 22:33:07,/,0,0
271904194011909,2019-05-11 22:33:13,/,0,0
271904194011914,2019-05-11 22:33:19,yinlie,6,4
271904194011914,2019-05-11 22:33:19,yinlie,6,4
271904194011914,2019-05-11 22:33:19,xuhan,12,3
271904194010144,2019-05-11 22:33:24,/,0,0
271904194011917,2019-05-11 22:33:30,yinlie,8,5
271904194011917,2019-05-11 22:33:30,yinlie,13,1
271904194011953,2019-05-11 22:33:36,/,0,0
271904194011942,2019-05-11 22:33:42,/,0,0
271904174013245,2019-05-11 22:33:47,/,0,0
271904194011937,2019-05-11 22:33:53,/,0,0
271904194011934,2019-05-11 22:33:59,xuhan,12,3
271904194011927,2019-05-11 22:34:05,yinlie,4,4
271904194011944,2019-05-11 22:34:11,/,0,0
271904194011950,2019-05-11 22:34:22,/,0,0
271904184011223,2019-05-11 22:34:22,/,0,0
271904184011858,2019-05-11 22:34:28,/,0,0
271904184011870,2019-05-11 22:34:34,/,0,0
271904184011954,2019-05-11 22:34:39,/,0,0
271904184011996,2019-05-11 22:34:45,/,0,0
271904184011998,2019-05-11 22:34:51,yinlie,10,5
271904184011999,2019-05-11 22:34:56,yinlie,8,5
271904184011999,2019-05-11 22:34:56,yinlie,7,1
271904184011999,2019-05-11 22:34:56,yinlie,12,1
271904184012028,2019-05-11 22:35:02,yinlie,2,2
271904184012573,2019-05-11 22:35:13,/,0,0
271904194011904,2019-05-11 22:35:14,yinlie,11,0
271904194011919,2019-05-11 22:35:19,yinlie,13,1
271904194011925,2019-05-11 22:35:25,yinlie,7,1
271904194011910,2019-05-11 22:35:30,/,0,0
271904184011857,2019-05-11 22:35:41,yinlie,3,5
271904184011991,2019-05-11 22:35:43,/,0,0
271904204011876,2019-05-11 22:35:50,/,0,0
271904204011928,2019-05-11 22:35:57,/,0,0
271904204012000,2019-05-11 22:36:09,/,0,0
271904204011957,2019-05-11 22:36:15,/,0,0
271904204012003,2019-05-11 22:36:17,/,0,0
271904204012002,2019-05-11 22:36:22,/,0,0
271904204011990,2019-05-11 22:36:28,/,0,0
271904204011981,2019-05-11 22:36:34,/,0,0
271904204011998,2019-05-11 22:36:41,/,0,0
271904204011992,2019-05-11 22:36:47,/,0,0
271904204011823,2019-05-11 22:36:53,/,0,0
271904204011975,2019-05-11 22:36:59,/,0,0
271904204011827,2019-05-11 22:37:06,/,0,0
271904204011769,2019-05-11 22:37:12,/,0,0
271904204011988,2019-05-11 22:37:24,/,0,0
271904204011949,2019-05-11 22:37:25,/,0,0
271904204011884,2019-05-11 22:37:30,/,0,0
271904204011825,2019-05-11 22:37:36,/,0,0
271904194012419,2019-05-11 22:37:42,/,0,0
271904194012821,2019-05-11 22:37:49,/,0,0
271904194012851,2019-05-11 22:37:56,/,0,0
271904194012841,2019-05-11 22:38:02,/,0,0
271904194012846,2019-05-11 22:38:08,/,0,0
271904194012872,2019-05-11 22:38:14,/,0,0
271904194012865,2019-05-11 22:38:21,/,0,0
271904194012866,2019-05-11 22:38:27,/,0,0
271904194012868,2019-05-11 22:38:33,/,0,0
271904194012867,2019-05-11 22:38:45,/,0,0
271904194012831,2019-05-11 22:38:47,/,0,0
271904194012855,2019-05-11 22:38:53,/,0,0
271904194012864,2019-05-11 22:38:59,/,0,0
271904194012863,2019-05-11 22:39:11,/,0,0
271904204010785,2019-05-11 22:39:12,/,0,0
271904204010757,2019-05-11 22:39:18,/,0,0
271904204010800,2019-05-11 22:39:25,/,0,0
271904204010799,2019-05-11 22:39:32,/,0,0
271904204010781,2019-05-11 22:39:43,/,0,0
271904204010744,2019-05-11 22:39:45,/,0,0
271904204010742,2019-05-11 22:39:51,/,0,0
271904204010812,2019-05-11 22:39:57,/,0,0
271904204010806,2019-05-11 22:40:03,/,0,0
271904204010805,2019-05-11 22:40:10,/,0,0
271904204010802,2019-05-11 22:40:16,/,0,0
271904204010807,2019-05-11 22:40:23,/,0,0
271904204010793,2019-05-11 22:40:29,/,0,0
271904204010795,2019-05-11 22:40:36,/,0,0
271904204010801,2019-05-11 22:40:42,/,0,0
271904204010803,2019-05-11 22:40:48,yinlie,9,5
271904204010628,2019-05-11 22:40:55,/,0,0
271904204010820,2019-05-11 22:41:06,/,0,0
271904204010813,2019-05-11 22:41:07,/,0,0
271904204010815,2019-05-11 22:41:13,/,0,0
271904204010786,2019-05-11 22:41:19,/,0,0
271904204010804,2019-05-11 22:41:31,yinlie,9,0
271904204010788,2019-05-11 22:41:33,/,0,0
271904204010746,2019-05-11 22:41:38,/,0,0
271904194012499,2019-05-11 22:41:45,/,0,0
271904194012534,2019-05-11 22:41:51,/,0,0
271904194012591,2019-05-11 22:42:02,/,0,0
271904194012788,2019-05-11 22:42:04,/,0,0
271904194012819,2019-05-11 22:42:10,/,0,0
271904194012869,2019-05-11 22:42:16,/,0,0
271904194012835,2019-05-11 22:42:27,/,0,0
271904204012005,2019-05-11 22:42:29,/,0,0
271904204011946,2019-05-11 22:42:35,/,0,0
271904204011994,2019-05-11 22:42:41,/,0,0
271904204011982,2019-05-11 22:42:47,/,0,0
271904204011934,2019-05-11 22:42:53,/,0,0
271904204011989,2019-05-11 22:43:00,/,0,0
271904204011999,2019-05-11 22:43:11,/,0,0
271904204011930,2019-05-11 22:43:12,/,0,0
271904204011967,2019-05-11 22:43:19,/,0,0
271904194012842,2019-05-11 22:43:25,/,0,0
271904194012853,2019-05-11 22:43:31,/,0,0
271904194012497,2019-05-11 22:43:37,/,0,0
271904194012796,2019-05-11 22:43:49,/,0,0
271904204010752,2019-05-11 22:43:50,/,0,0
271904204010796,2019-05-11 22:43:56,/,0,0
271904204010794,2019-05-11 22:44:02,/,0,0
271904204010665,2019-05-11 22:44:08,/,0,0
271904204010707,2019-05-11 22:44:14,/,0,0
271904204011901,2019-05-11 22:44:21,/,0,0
271904204011924,2019-05-11 22:44:28,/,0,0
271904204011955,2019-05-11 22:44:35,/,0,0
271904204011965,2019-05-11 22:44:46,/,0,0
271904204010809,2019-05-11 22:44:48,/,0,0
271904204010816,2019-05-11 22:44:53,/,0,0
271904194012822,2019-05-11 22:45:00,/,0,0
271904194012828,2019-05-11 22:45:11,/,0,0
271904194012833,2019-05-11 22:45:13,/,0,0
271904194012839,2019-05-11 22:45:18,/,0,0
271904194012840,2019-05-11 22:45:24,/,0,0
271904194012848,2019-05-11 22:45:30,/,0,0
271904204012538,2019-05-11 22:45:40,yinlie,8,4
271904204012538,2019-05-11 22:45:40,yinlie,9,3
271904204012536,2019-05-11 22:45:42,/,0,0
271904204012540,2019-05-11 22:45:47,/,0,0
271904204012553,2019-05-11 22:45:53,/,0,0
271904204012548,2019-05-11 22:45:58,yinlie,8,1
271904204012435,2019-05-11 22:46:09,/,0,0
271904204013138,2019-05-11 22:46:10,shixiao,3,4
271904204013138,2019-05-11 22:46:10,yinlie,2,4
271904204013140,2019-05-11 22:46:16,/,0,0
271904204013139,2019-05-11 22:46:22,yinlie,11,3
271904204013145,2019-05-11 22:46:27,/,0,0
271904204012549,2019-05-11 22:46:39,/,0,0
271904204013137,2019-05-11 22:46:43,/,0,0
271904204012551,2019-05-11 22:46:45,/,0,0
271904204013136,2019-05-11 22:46:50,/,0,0
271904204012421,2019-05-11 22:46:56,/,0,0
271904204012560,2019-05-11 22:47:02,yinlie,2,0
271904204012560,2019-05-11 22:47:02,yinlie,8,3
271904204012446,2019-05-11 22:47:12,yinlie,4,4
271904204012446,2019-05-11 22:47:12,yinlie,7,4
271904204012461,2019-05-11 22:47:14,yinlie,4,3
271904204012554,2019-05-11 22:47:20,yinlie,6,4
271904204012554,2019-05-11 22:47:20,yinlie,8,0
271904204012554,2019-05-11 22:47:20,yinlie,13,3
271904204012559,2019-05-11 22:47:25,/,0,0
271904204012541,2019-05-11 22:47:31,/,0,0
271904214010539,2019-05-11 22:47:42,/,0,0
271904214010542,2019-05-11 22:47:48,/,0,0
271904214010462,2019-05-11 22:47:54,/,0,0
271904214010533,2019-05-11 22:47:55,/,0,0
271904214010527,2019-05-11 22:48:00,/,0,0
271904214010467,2019-05-11 22:48:06,yinlie,8,1
271904214010467,2019-05-11 22:48:06,yinlie,9,1
271904214010569,2019-05-11 22:48:16,yinlie,4,0
271904214010549,2019-05-11 22:48:17,/,0,0
271904214010519,2019-05-11 22:48:23,/,0,0
271904214010518,2019-05-11 22:48:29,yinlie,3,4
271904214010584,2019-05-11 22:48:35,yinlie,11,2
271904214010592,2019-05-11 22:48:45,yinlie,10,5
271904214010592,2019-05-11 22:48:45,yinlie,4,3
271904214010526,2019-05-11 22:48:46,/,0,0
271904214010590,2019-05-11 22:48:52,yinlie,7,2
271904214010590,2019-05-11 22:48:52,yinlie,9,3
271904214010590,2019-05-11 22:48:52,yinlie,8,2
271904214010589,2019-05-11 22:48:57,yinlie,7,2
271904214010513,2019-05-11 22:49:03,/,0,0
271904214010572,2019-05-11 22:49:15,/,0,0
271904214010550,2019-05-11 22:49:16,yinlie,6,3
271904214010550,2019-05-11 22:49:16,yinlie,4,3
271904214010550,2019-05-11 22:49:16,yinlie,2,0
271904214010550,2019-05-11 22:49:16,yinlie,6,0
271904214010550,2019-05-11 22:49:16,yinlie,3,2
271904214010550,2019-05-11 22:49:16,yinlie,6,2
271904214010550,2019-05-11 22:49:16,yinlie,13,4
271904214010550,2019-05-11 22:49:16,yinlie,12,3
271904214010541,2019-05-11 22:49:21,/,0,0
271904204012440,2019-05-11 22:49:27,/,0,0
271904204012550,2019-05-11 22:49:32,/,0,0
271904204012443,2019-05-11 22:49:38,yinlie,7,1
271904204012443,2019-05-11 22:49:38,yinlie,2,3
271904204012443,2019-05-11 22:49:38,yinlie,6,2
271904204012443,2019-05-11 22:49:38,xuhan,6,1
271904204013135,2019-05-11 22:49:44,/,0,0
271904204012420,2019-05-11 22:49:50,/,0,0
271904214010591,2019-05-11 22:49:55,yinlie,7,0
271904214010551,2019-05-11 22:50:01,/,0,0
271904214010547,2019-05-11 22:50:07,yinlie,6,4
271904214010489,2019-05-11 22:50:12,/,0,0
271904214010505,2019-05-11 22:50:18,/,0,0
271904214010514,2019-05-11 22:50:24,/,0,0
271904214010524,2019-05-11 22:50:30,/,0,0
271904214010532,2019-05-11 22:50:35,/,0,0
271904214010534,2019-05-11 22:50:41,yinlie,12,2
271904214010538,2019-05-11 22:50:47,/,0,0
271904214010544,2019-05-11 22:50:52,/,0,0
271904214010545,2019-05-11 22:50:58,/,0,0
271904204012557,2019-05-11 22:51:04,/,0,0
271904204012543,2019-05-11 22:51:10,yinlie,4,2
271904204012537,2019-05-11 22:51:16,/,0,0
271904204012422,2019-05-11 22:51:22,/,0,0
271904204012460,2019-05-11 22:51:28,/,0,0
271904224011627,2019-05-11 22:51:35,yinlie,8,3
271904224011551,2019-05-11 22:51:40,yinlie,4,3
271904224011551,2019-05-11 22:51:40,yinlie,2,5
271904224011551,2019-05-11 22:51:40,yinlie,9,2
271904224011586,2019-05-11 22:51:52,/,0,0
271904224011607,2019-05-11 22:51:53,/,0,0
271904224011583,2019-05-11 22:51:58,yinlie,10,3
271904224011574,2019-05-11 22:52:04,/,0,0
271904224011621,2019-05-11 22:52:09,/,0,0
271904224011610,2019-05-11 22:52:15,/,0,0
271904224011631,2019-05-11 22:52:21,yinlie,7,5
271904224011631,2019-05-11 22:52:21,yinlie,7,5
271904224011558,2019-05-11 22:52:32,/,0,0
271904224011545,2019-05-11 22:52:34,yinlie,7,5
271904224011552,2019-05-11 22:52:38,/,0,0
271904224011572,2019-05-11 22:52:44,/,0,0
271904224011633,2019-05-11 22:52:50,/,0,0
271904224011622,2019-05-11 22:52:55,yinlie,7,0
271904224011622,2019-05-11 22:52:55,yinlie,4,4
271904224011622,2019-05-11 22:52:55,yinlie,5,4
271904224011622,2019-05-11 22:52:55,yinlie,10,3
271904224011622,2019-05-11 22:52:55,yinlie,11,5
271904224011612,2019-05-11 22:53:01,yinlie,13,3
271904224011612,2019-05-11 22:53:01,yinlie,3,5
271904224011576,2019-05-11 22:53:12,/,0,0
271904224011560,2019-05-11 22:53:13,/,0,0
271904224010507,2019-05-11 22:53:18,/,0,0
271904224010517,2019-05-11 22:53:24,yinlie,7,4
271904224010517,2019-05-11 22:53:24,yinlie,7,4
271904224010541,2019-05-11 22:53:30,/,0,0
271904224010514,2019-05-11 22:53:36,/,0,0
271904214012022,2019-05-11 22:53:42,yinlie,13,4
271904214012416,2019-05-11 22:53:47,/,0,0
271904214011934,2019-05-11 22:53:53,yinlie,5,4
271904214012421,2019-05-11 22:53:59,/,0,0
271904214012425,2019-05-11 22:54:10,yinlie,6,1
271904214012425,2019-05-11 22:54:10,yinlie,5,1
271904214012425,2019-05-11 22:54:10,yinlie,4,5
271904214012011,2019-05-11 22:54:11,/,0,0
271904214012047,2019-05-11 22:54:16,/,0,0
271904214012440,2019-05-11 22:54:22,/,0,0
271904214012027,2019-05-11 22:54:28,/,0,0
271904214012015,2019-05-11 22:54:38,/,0,0
271904214012030,2019-05-11 22:54:39,/,0,0
271904214012029,2019-05-11 22:54:45,yinlie,4,1
271904214012029,2019-05-11 22:54:45,yinlie,5,1
271904214012025,2019-05-11 22:54:50,yinlie,9,5
271904214012025,2019-05-11 22:54:50,yinlie,6,2
271904214012441,2019-05-11 22:54:56,/,0,0
271904214012043,2019-05-11 22:55:07,yinlie,10,2
271904214012043,2019-05-11 22:55:07,yinlie,12,5
271904214012043,2019-05-11 22:55:07,yinlie,9,4
271904214012043,2019-05-11 22:55:07,yinlie,8,2
271904214012043,2019-05-11 22:55:07,yinlie,8,4
271904214012043,2019-05-11 22:55:07,yinlie,2,2
271904214012043,2019-05-11 22:55:07,yinlie,10,5
271904214012043,2019-05-11 22:55:07,yinlie,12,4
271904214012427,2019-05-11 22:55:08,/,0,0
271904214012419,2019-05-11 22:55:14,/,0,0
271904214011836,2019-05-11 22:55:19,yinlie,11,3
271904214012428,2019-05-11 22:55:31,/,0,0
271904214011799,2019-05-11 22:55:32,yinlie,7,2
271904224011401,2019-05-11 22:55:37,/,0,0
271904224011620,2019-05-11 22:55:42,/,0,0
271904224011569,2019-05-11 22:55:48,/,0,0
271904224011530,2019-05-11 22:55:54,/,0,0
271904224011632,2019-05-11 22:56:00,/,0,0
271904224011534,2019-05-11 22:56:06,/,0,0
271904224011619,2019-05-11 22:56:11,/,0,0
271904224010457,2019-05-11 22:56:22,yinlie,11,1
271904224010413,2019-05-11 22:56:23,yinlie,6,0
271904224010413,2019-05-11 22:56:23,yinlie,10,0
271904224010413,2019-05-11 22:56:23,yinlie,12,1
271904224010474,2019-05-11 22:56:28,yinlie,9,2
271904224010480,2019-05-11 22:56:34,yinlie,6,0
271904214010879,2019-05-11 22:56:40,/,0,0
271904224010532,2019-05-11 22:56:50,/,0,0
271904224010555,2019-05-11 22:56:51,yinlie,10,4
271904224010524,2019-05-11 22:56:58,yinlie,7,5
271904224010524,2019-05-11 22:56:58,yinlie,11,0
271904214013209,2019-05-11 22:57:04,yinlie,5,3
271904214013209,2019-05-11 22:57:04,yinlie,6,1
271904214013209,2019-05-11 22:57:04,yinlie,4,3
271904214013209,2019-05-11 22:57:04,yinlie,3,0
271904214013209,2019-05-11 22:57:04,yinlie,9,1
271904214013209,2019-05-11 22:57:04,yinlie,12,0
271904214013209,2019-05-11 22:57:04,yinlie,12,2
271904214013209,2019-05-11 22:57:04,yinlie,6,0
271904214013209,2019-05-11 22:57:04,yinlie,11,1
271904214013209,2019-05-11 22:57:04,yinlie,8,2
271904214013209,2019-05-11 22:57:04,yinlie,4,1
271904214013209,2019-05-11 22:57:04,yinlie,4,1
271904214013209,2019-05-11 22:57:04,yinlie,5,0
271904214013209,2019-05-11 22:57:04,yinlie,3,1
271904214013209,2019-05-11 22:57:04,yinlie,8,1
271904214013209,2019-05-11 22:57:04,yinlie,6,2
271904214013209,2019-05-11 22:57:04,yinlie,7,0
271904214013209,2019-05-11 22:57:04,yinlie,5,1
271904214013209,2019-05-11 22:57:04,yinlie,10,0
271904214013209,2019-05-11 22:57:04,yinlie,4,0
271904214013209,2019-05-11 22:57:04,yinlie,11,2
271904214013209,2019-05-11 22:57:04,yinlie,10,1
271904214013209,2019-05-11 22:57:04,yinlie,10,1
271904214013209,2019-05-11 22:57:04,yinlie,7,1
271904214013212,2019-05-11 22:57:10,/,0,0
271904224010531,2019-05-11 22:57:21,yinlie,13,4
271904224010531,2019-05-11 22:57:21,yinlie,7,4
271904224010531,2019-05-11 22:57:21,yinlie,8,1
271904224010526,2019-05-11 22:57:22,yinlie,12,2
271904224010530,2019-05-11 22:57:27,yinlie,12,5
271904224010530,2019-05-11 22:57:27,yinlie,10,4
271904224010530,2019-05-11 22:57:27,yinlie,12,2
271904224010534,2019-05-11 22:57:32,yinlie,4,2
271904224010537,2019-05-11 22:57:38,yinlie,10,2
271904224010537,2019-05-11 22:57:38,yinlie,11,2
271904214010940,2019-05-11 22:57:44,/,0,0
271904224010436,2019-05-11 22:57:49,/,0,0
271904224010418,2019-05-11 22:58:01,/,0,0
271904224010512,2019-05-11 22:58:02,yinlie,4,4
271904224010512,2019-05-11 22:58:02,yinlie,2,4
271904224010512,2019-05-11 22:58:02,yinlie,6,5
271904224010512,2019-05-11 22:58:02,yinlie,3,3
271904214010931,2019-05-11 22:58:06,yinlie,7,2
271904214010931,2019-05-11 22:58:06,yinlie,12,1
271904224010539,2019-05-11 22:58:12,yinlie,9,1
271904224010539,2019-05-11 22:58:12,yinlie,7,0
271904224010539,2019-05-11 22:58:12,yinlie,5,5
271904224010539,2019-05-11 22:58:12,yinlie,2,5
271904224010542,2019-05-11 22:58:18,/,0,0
271904224010430,2019-05-11 22:58:23,yinlie,10,5
271904224010430,2019-05-11 22:58:23,yinlie,10,5
271904224010430,2019-05-11 22:58:23,yinlie,10,5
271904224010430,2019-05-11 22:58:23,yinlie,2,1
271904224010430,2019-05-11 22:58:23,yinlie,8,3
271904224010430,2019-05-11 22:58:23,yinlie,8,3
271904224010430,2019-05-11 22:58:23,yinlie,10,4
271904224010430,2019-05-11 22:58:23,yinlie,6,1
271904214012432,2019-05-11 22:58:34,yinlie,8,4
271904214012432,2019-05-11 22:58:34,yinlie,12,4
271904214012447,2019-05-11 22:58:35,/,0,0
271904214011927,2019-05-11 22:58:41,yinlie,5,5
271904214012005,2019-05-11 22:58:46,/,0,0
271904214012050,2019-05-11 22:58:52,/,0,0
271904214012037,2019-05-11 22:59:04,/,0,0
271904214012045,2019-05-11 22:59:10,/,0,0
271904214012445,2019-05-11 22:59:11,yinlie,6,2
271904214012445,2019-05-11 22:59:11,yinlie,11,5
271904214012010,2019-05-11 22:59:15,/,0,0
271904214011976,2019-05-11 22:59:26,/,0,0
271904224010535,2019-05-11 22:59:27,yinlie,8,4
271904224010535,2019-05-11 22:59:27,yinlie,10,0
271904224010454,2019-05-11 22:59:33,/,0,0
271904224010483,2019-05-11 22:59:38,yinlie,7,0
271904214011991,2019-05-11 22:59:44,/,0,0
271904224010545,2019-05-11 23:07:53,yinlie,8,2
271904224010545,2019-05-11 23:07:53,yinlie,4,5
3271316126165,2019-05-11 23:08:04,yinlie,4,5
3271316126261,2019-05-11 23:08:11,shixiao,6,3
3271316126261,2019-05-11 23:08:11,xuhan,8,4
3271316126114,2019-05-11 23:08:17,shixiao,2,0
3271316126114,2019-05-11 23:08:17,shixiao,3,0
3271316126114,2019-05-11 23:08:17,yinlie,7,1
3271316126292,2019-05-11 23:08:23,/,0,0
3271316126236,2019-05-11 23:08:31,/,0,0
3271316126316,2019-05-11 23:08:36,/,0,0
3271316126320,2019-05-11 23:08:43,/,0,0
3271316126329,2019-05-11 23:08:55,/,0,0
3271316126331,2019-05-11 23:08:58,shixiao,5,4
3271316126331,2019-05-11 23:08:58,xuhan,5,4
3271316126411,2019-05-11 23:09:02,/,0,0
3271316126431,2019-05-11 23:09:12,/,0,0
